chin_length,eye_angle,eye_color,eye_eyebrow_distance,eye_lashes,eye_lid,eye_slant,eyebrow_shape,eyebrow_thickness,eyebrow_weight,eyebrow_width,face_color,face_shape,facial_hair,file_name,glasses,glasses_color,hair,hair_color
1,0,3,0,0,1,1,0,1,1,0,7,4,14,cs10042460642593759623.png,11,4,58,7
1,1,0,2,0,0,2,10,1,1,1,7,5,14,cs10042689587789372138.png,11,3,4,5
2,1,1,1,1,0,2,10,3,1,2,10,4,9,cs10042983584559666749.png,7,4,8,3
0,0,0,0,1,0,1,4,0,1,0,5,6,0,cs10043269362572916563.png,11,5,63,3
2,2,0,2,1,1,1,10,2,1,2,2,0,2,cs1004353148346888455.png,8,2,59,3
1,2,3,1,0,0,2,6,3,0,1,0,0,8,cs10044002801078706117.png,11,2,86,3
2,2,3,1,1,1,2,6,3,0,0,2,6,14,cs10044323831080334884.png,11,2,84,4
2,0,0,0,1,0,1,9,1,0,0,6,1,4,cs100444304289930325.png,2,5,4,6
2,0,2,2,0,0,2,3,0,1,2,8,0,0,cs1004449912995190740.png,1,0,22,6
0,0,3,2,1,1,0,6,3,0,2,4,0,14,cs10044527878266873275.png,11,2,85,4
1,2,0,0,0,0,2,1,2,1,2,7,2,14,cs10044689288256638235.png,11,4,18,4
2,1,0,2,0,1,0,6,0,0,1,10,3,14,cs10044711661362581498.png,11,0,50,0
2,2,1,1,1,1,1,7,0,0,2,9,4,14,cs10044755816554601218.png,11,6,8,8
1,0,3,1,1,0,0,2,0,0,1,2,5,9,cs1004491533180972118.png,11,6,91,7
1,1,2,2,1,0,1,9,3,1,1,3,6,14,cs10044973578839471257.png,11,1,39,7
0,0,0,0,0,1,1,4,3,0,2,9,4,11,cs10045364902493676420.png,5,3,2,3
2,2,3,0,0,1,2,5,2,0,2,0,0,11,cs10045405905082110887.png,11,5,22,2
0,0,4,0,0,1,2,4,0,1,0,9,2,5,cs1004553637958108283.png,11,3,40,1
0,1,1,2,0,0,2,8,2,1,2,1,3,14,cs10045623127380081228.png,5,3,50,8
1,1,2,0,0,0,1,10,0,1,0,6,5,4,cs10045859494389722532.png,11,4,12,7
2,1,4,0,0,0,2,10,1,0,2,2,3,2,cs10045884643428880178.png,3,6,37,8
1,2,4,2,0,1,1,2,3,1,1,6,2,13,cs10045963636450488779.png,6,0,62,1
1,2,0,1,1,0,1,8,0,1,0,4,4,2,cs10046892863896118967.png,11,0,34,8
1,1,1,1,0,0,0,13,0,0,2,4,1,14,cs10047004624848543793.png,11,0,60,8
1,0,4,1,1,0,1,10,2,0,2,5,6,7,cs1004711383974618576.png,8,1,93,4
0,0,1,0,0,0,0,6,0,1,1,0,6,10,cs10047489809781346776.png,11,3,50,9
1,1,0,1,1,1,2,4,2,0,1,9,4,14,cs10047565238606497600.png,11,2,61,4
2,0,2,2,0,0,1,4,1,1,2,1,4,1,cs10047743190177418365.png,10,0,33,9
1,0,1,2,0,0,0,1,1,0,0,3,4,14,cs10047839680157143112.png,2,4,87,9
1,1,0,2,1,1,2,1,0,0,1,7,6,0,cs1004786365993619546.png,11,0,109,3
1,0,1,0,1,1,0,0,2,0,0,8,2,14,cs10048523215390239490.png,7,2,44,7
1,2,2,1,1,0,2,13,2,1,2,7,6,11,cs10048581883262355772.png,11,0,6,3
2,2,2,0,0,0,1,3,0,1,2,7,6,2,cs10048608309244389171.png,10,2,47,8
0,2,0,1,0,1,2,1,2,0,0,7,0,14,cs10048615615103690015.png,10,4,17,2
0,1,0,2,0,1,2,9,1,1,1,2,6,14,cs10048688729226492640.png,5,0,42,5
2,1,0,2,0,0,1,3,2,0,0,9,2,14,cs10048700013465801645.png,11,2,51,0
1,1,0,1,0,1,2,6,0,0,0,2,6,14,cs10048708510558068198.png,11,5,94,1
2,1,1,0,0,0,1,2,3,1,1,3,1,14,cs10048735896631611486.png,4,0,98,4
2,0,3,0,0,0,2,2,3,0,0,0,5,0,cs10048745867858475840.png,11,0,21,1
0,2,2,0,1,0,2,8,2,1,0,4,2,12,cs10048781296260741618.png,0,6,40,2
0,0,0,1,0,1,1,3,1,1,2,0,6,14,cs10048809766808342512.png,11,5,24,3
2,0,4,2,1,0,1,3,0,1,0,0,1,0,cs10048811907393193648.png,11,5,110,4
0,0,4,1,1,1,0,3,1,0,0,10,2,14,cs10048936762865148027.png,11,3,68,6
2,1,4,0,0,1,2,1,0,1,1,8,5,13,cs10049077670137861506.png,11,2,1,5
2,0,1,1,0,0,0,4,0,0,0,2,4,7,cs10049269771651428464.png,11,6,84,5
1,2,3,1,1,1,0,13,3,0,2,0,6,13,cs10049673873111740539.png,11,0,45,3
1,1,3,2,0,1,2,1,0,0,2,6,5,14,cs10049824596350475671.png,6,0,7,8
2,0,2,2,0,1,2,5,1,1,0,7,4,1,cs10049909086450838937.png,6,1,61,5
2,2,3,1,0,1,2,12,0,1,1,9,4,1,cs10049918139196674770.png,7,3,110,2
0,2,2,0,1,1,1,12,2,1,1,2,4,14,cs10050011401534699960.png,11,1,26,8
1,1,1,0,0,0,2,4,1,1,0,1,2,1,cs10050086195629761360.png,11,2,61,0
1,0,4,0,0,1,1,5,2,1,2,1,6,14,cs10050214982582811423.png,11,0,82,1
2,0,0,1,0,1,0,0,2,1,1,4,2,5,cs1005038206838195846.png,11,3,12,2
0,1,4,0,0,0,1,5,2,1,0,0,1,14,cs1005044352483481195.png,5,6,72,6
0,1,0,2,0,1,2,0,3,1,0,9,5,4,cs10050725123217064727.png,5,2,54,4
0,1,0,1,0,1,0,1,3,1,0,9,3,14,cs10050794648142482707.png,11,3,49,1
1,1,3,2,0,1,0,2,0,1,1,9,5,13,cs1005095494731389396.png,11,3,61,1
1,2,0,2,1,0,0,11,3,1,0,2,0,8,cs10051007610826647015.png,11,0,47,6
1,2,2,1,0,0,2,5,2,1,1,7,0,14,cs10051092731244549058.png,0,1,54,6
0,0,1,1,1,1,1,9,1,1,2,7,0,14,cs10051252161199264462.png,11,1,103,4
0,1,4,0,0,1,1,3,0,1,1,9,0,5,cs10051255585725317762.png,4,2,17,1
2,0,0,0,0,1,2,13,2,0,1,7,1,14,cs10051281092872188830.png,11,2,40,1
0,1,1,2,1,0,2,10,0,0,1,0,3,9,cs10051533431690338152.png,11,1,105,0
1,1,2,1,1,1,0,2,0,0,1,5,2,14,cs10051728074597051923.png,11,5,9,8
0,0,0,1,0,1,1,9,2,1,1,4,6,14,cs10051882212487609318.png,11,6,108,8
2,0,2,0,1,0,0,0,3,1,0,0,0,14,cs10052010257399412429.png,0,1,74,4
0,0,0,2,1,1,2,4,3,1,1,5,4,5,cs10052087298009214106.png,5,3,104,1
2,1,3,1,0,0,2,8,0,0,2,1,3,14,cs10052093564703779290.png,4,4,11,3
0,0,3,0,0,0,1,12,1,0,1,2,0,4,cs10052121876663311429.png,2,0,10,5
2,2,2,2,1,1,1,8,0,1,0,3,4,14,cs10052235956790101085.png,1,2,90,6
1,0,4,0,1,0,1,5,3,0,1,5,0,6,cs10052469178687042463.png,11,5,27,4
2,1,2,2,1,0,2,4,0,0,1,2,2,14,cs10052561228354853937.png,11,1,30,8
0,1,1,2,0,0,2,13,0,0,2,6,6,5,cs10052847777631991407.png,11,1,42,2
0,2,1,1,1,0,2,0,0,0,2,9,2,14,cs10052872198740641938.png,11,4,106,8
0,1,4,1,0,1,0,0,0,0,1,3,5,9,cs10053218852733547362.png,11,2,77,9
1,0,2,2,1,1,1,12,2,0,1,2,2,14,cs10053530777238481818.png,11,3,64,2
0,1,0,1,0,1,2,8,3,1,2,2,4,14,cs10053584490197742694.png,11,6,46,4
1,1,4,0,0,1,2,9,1,0,1,6,6,4,cs10053673188679852358.png,1,5,27,8
0,1,0,2,1,1,1,7,3,0,0,10,0,1,cs10053695741001362781.png,11,1,28,6
2,2,3,0,1,0,2,8,0,1,2,3,5,5,cs10054041655224050719.png,11,4,109,5
0,1,4,0,0,0,1,7,2,0,1,8,6,1,cs10054075661404048201.png,3,3,46,1
1,0,3,2,1,0,0,7,0,1,2,6,6,14,cs10054204858811864838.png,11,0,27,0
0,2,3,0,1,0,0,8,3,0,0,7,3,5,cs10054207029437486712.png,0,5,47,2
0,1,0,2,0,0,2,7,1,0,2,7,5,14,cs10054217136631573698.png,1,1,7,2
0,2,2,0,1,1,2,5,1,1,1,1,0,2,cs10054311098940743445.png,3,2,48,7
1,0,3,1,1,1,1,0,1,0,1,3,6,14,cs10054463285176832318.png,11,4,36,6
0,0,1,2,0,0,2,10,1,1,1,8,6,12,cs10054482570790624758.png,9,3,102,6
0,0,1,0,0,0,0,9,1,1,1,8,3,1,cs10054535827884133622.png,11,5,99,0
0,1,1,2,0,0,0,10,1,0,0,6,6,14,cs10054672110103788875.png,7,3,2,4
0,2,0,1,1,1,2,13,2,0,1,10,3,4,cs10054723958151621891.png,11,4,79,8
1,1,2,1,0,0,2,2,1,0,2,10,4,14,cs10054793373727171177.png,11,2,109,7
1,0,4,1,1,0,1,3,0,1,2,4,4,14,cs10054877907532156233.png,10,3,34,2
1,0,4,1,1,1,0,6,2,0,1,3,0,14,cs10055084037892353601.png,11,3,30,5
1,2,3,2,0,1,2,10,0,0,1,1,3,14,cs10055266401091686255.png,3,5,19,5
0,1,1,2,0,1,2,2,3,0,0,1,6,14,cs10055272094473588437.png,11,5,65,0
1,0,4,0,0,1,1,13,2,0,2,9,2,14,cs10055281957609255058.png,5,5,86,1
2,2,0,2,0,0,1,4,1,0,1,7,0,5,cs10055365446626624347.png,11,4,34,5
1,1,3,0,0,0,2,9,1,1,1,0,1,10,cs10055550493307006800.png,5,6,18,8
1,0,2,2,0,1,0,11,0,1,1,0,3,5,cs10055720180800964073.png,11,3,9,5
1,1,3,2,1,1,2,9,0,0,2,7,4,12,cs10055788684985398821.png,10,6,92,2
1,0,3,1,1,1,1,3,1,1,2,6,2,14,cs10055919131009398679.png,8,0,105,6
2,0,4,1,1,0,1,10,3,0,2,6,4,14,cs10056477280181303905.png,11,0,70,4
2,1,3,2,0,1,0,0,1,1,0,2,5,12,cs10056562285196450503.png,0,2,110,1
2,1,0,0,0,0,1,9,1,1,1,2,5,11,cs10056584431470859647.png,6,3,50,9
1,0,3,0,1,1,2,0,1,0,0,3,6,14,cs1005718377399004218.png,2,2,56,5
0,1,0,2,1,0,1,11,3,1,2,5,4,14,cs10057399424987661776.png,3,0,96,4
2,1,3,2,1,0,2,3,2,0,2,5,3,14,cs10057558761733417725.png,1,6,50,9
2,1,1,1,0,0,0,2,1,0,1,9,4,6,cs10057795106203418881.png,11,2,22,1
2,1,3,0,1,1,2,7,3,1,1,2,1,14,cs10057810017819967079.png,11,5,69,9
2,2,4,2,0,1,0,0,0,1,0,1,5,13,cs10058025190759086735.png,2,2,100,9
2,0,1,1,1,0,0,13,2,0,1,6,1,5,cs10058385193858779387.png,11,2,21,8
0,2,4,0,0,1,1,9,0,0,1,6,3,14,cs10058571460564207664.png,11,6,62,7
1,1,2,1,1,1,0,4,3,1,1,9,5,14,cs10059548803325392524.png,11,0,30,4
0,0,3,1,0,1,0,0,2,0,1,9,3,14,cs10059686576172014583.png,2,3,31,8
0,0,0,0,0,1,2,4,1,0,0,10,2,14,cs1005976990778421470.png,11,0,94,6
0,0,4,1,0,0,2,1,2,1,1,0,6,14,cs10060139404301092434.png,11,6,78,0
1,1,4,2,0,0,1,0,3,0,1,8,6,14,cs10060270557218318139.png,9,3,109,1
1,1,4,0,0,0,0,9,3,1,1,0,2,10,cs10060275412840006346.png,11,4,79,8
0,2,0,1,0,0,0,6,3,0,1,5,6,14,cs10060415508852673959.png,11,4,53,4
2,1,4,2,0,1,2,2,1,0,0,8,3,8,cs10060526093000925506.png,10,5,11,2
1,2,1,2,0,1,2,2,1,1,1,3,5,12,cs10060564046917671868.png,8,1,28,7
2,0,0,2,0,0,1,12,1,1,0,10,6,13,cs10061181325394639209.png,0,5,51,7
1,0,2,1,1,1,1,1,1,1,1,8,4,14,cs1006125155546367771.png,0,3,70,8
1,2,4,2,0,0,1,13,1,0,2,8,0,2,cs10061306112228752871.png,9,0,101,2
2,2,4,0,0,1,1,9,0,1,1,10,5,14,cs10061416743289791329.png,11,3,55,0
0,2,1,1,1,1,1,7,1,1,0,4,5,14,cs10061514511607519767.png,11,5,26,9
1,0,0,0,0,1,1,8,2,1,2,9,3,14,cs10061581043563512268.png,11,0,108,7
0,0,0,0,0,1,0,2,2,0,2,7,3,2,cs10061594374461093508.png,11,3,79,3
2,2,0,1,0,0,2,0,2,0,0,3,3,6,cs10061681757792521896.png,11,3,39,8
1,1,4,0,0,1,2,13,3,0,1,7,1,5,cs10061723951346609394.png,11,4,55,1
1,2,0,2,0,1,2,13,2,1,2,4,5,1,cs10061772171530405726.png,10,0,29,6
2,1,3,0,1,1,2,13,2,0,2,1,6,14,cs10061936496988576948.png,11,2,42,9
0,0,3,0,0,0,2,3,2,0,0,7,3,13,cs10061983940298445233.png,5,0,17,5
2,1,2,2,1,1,1,9,1,1,2,0,6,0,cs10062030166490586075.png,11,4,7,5
2,0,0,2,1,1,1,4,2,1,1,2,4,14,cs10062399834460238682.png,7,1,107,0
1,1,1,1,0,1,0,6,1,0,2,9,4,7,cs10062491558417780269.png,0,4,49,6
2,0,4,0,1,0,1,4,3,1,1,2,1,14,cs1006257874704815052.png,10,3,29,7
2,2,0,1,1,1,2,1,3,1,1,7,3,14,cs10062756248066637308.png,4,5,30,3
0,0,0,0,1,1,0,9,2,1,0,2,4,13,cs10062808705178013094.png,11,6,84,1
1,0,3,2,1,1,0,0,1,0,1,7,5,14,cs10062855331567374662.png,11,3,64,8
2,1,0,0,1,1,2,2,0,0,0,0,3,12,cs10062979120241804335.png,11,0,2,3
2,0,2,1,0,0,1,4,2,0,1,5,3,14,cs100630750052269087.png,11,6,23,1
1,2,0,1,1,0,0,11,0,1,2,3,5,2,cs10063350855922454670.png,11,0,66,9
2,0,1,1,0,0,0,5,3,1,0,3,1,14,cs10063591586457319038.png,8,6,63,9
0,1,3,1,1,0,1,10,2,0,1,2,1,14,cs10063708893463771014.png,11,3,30,1
2,2,3,2,0,1,0,3,2,0,1,9,3,13,cs10063750956471616859.png,11,2,58,8
2,0,0,0,1,0,1,9,2,1,0,9,4,7,cs10063876942093355818.png,11,0,54,1
0,0,3,1,0,0,0,1,1,1,2,1,3,8,cs10063881345496186620.png,11,6,13,1
0,0,3,2,0,1,2,13,2,0,0,5,4,14,cs10063902894336098213.png,2,3,86,1
2,1,0,0,1,1,0,0,2,1,1,7,4,14,cs10063927567983476693.png,11,6,64,4
1,2,0,2,0,0,0,10,1,1,2,7,3,5,cs10064119489032575516.png,2,2,47,3
0,2,1,2,0,0,1,2,1,0,1,6,4,14,cs10064156675709075008.png,11,0,33,8
2,1,4,0,1,1,2,1,1,1,1,8,1,14,cs1006422022766821140.png,0,6,22,7
1,0,2,2,0,0,1,1,0,1,2,5,6,10,cs10064315303052430071.png,11,4,16,5
0,1,1,0,1,0,2,11,1,0,1,3,5,14,cs10064867048711884467.png,11,3,85,8
2,2,1,2,0,0,0,1,1,1,1,5,6,14,cs10064928901801961723.png,11,1,85,6
0,1,1,1,1,0,2,3,0,0,2,10,6,3,cs10065037725457689328.png,6,2,3,0
2,2,0,1,0,1,0,3,1,0,0,3,0,14,cs10065091550503944940.png,7,0,25,6
0,0,3,0,0,0,0,2,0,1,0,5,2,3,cs10065197235784861270.png,7,5,32,3
1,0,1,2,1,0,2,9,3,0,1,9,6,9,cs10065562261982688680.png,11,4,56,1
1,1,1,2,1,1,0,5,1,0,0,2,4,8,cs10065885263567772551.png,1,3,3,2
2,1,1,0,0,0,2,1,2,1,0,4,1,13,cs10065971400066847574.png,11,2,69,4
1,2,3,0,0,1,0,9,2,1,2,10,6,14,cs10066061788052667362.png,11,4,10,7
2,2,2,1,1,0,0,8,2,1,0,6,2,11,cs10066639948922692145.png,4,0,69,1
1,1,2,1,1,0,1,0,3,0,0,10,5,12,cs10066746385172123341.png,9,1,61,1
2,1,3,1,1,1,1,4,1,1,2,9,2,14,cs10066999833169925099.png,11,5,9,5
2,1,4,2,0,0,0,12,2,0,0,4,0,13,cs10067000965060291976.png,11,2,2,1
2,0,1,1,1,1,2,3,1,0,0,9,4,11,cs10067249199987831945.png,6,2,23,3
0,2,1,2,0,1,1,9,0,1,1,0,4,11,cs10067368640951778539.png,6,1,59,9
0,0,3,1,0,1,0,0,1,0,2,6,0,14,cs10067523414842638931.png,5,4,89,8
1,1,4,1,0,0,1,11,1,1,1,7,4,0,cs1006774940948692727.png,11,6,96,0
0,2,0,0,0,1,1,11,3,0,2,10,2,14,cs10067944270018821599.png,11,2,57,0
1,2,3,1,0,1,1,7,2,1,0,4,5,4,cs10068255699686064851.png,0,1,52,6
2,1,4,2,0,0,0,6,1,1,1,6,0,6,cs10068259353135740112.png,9,0,61,4
0,2,4,0,1,1,1,1,2,0,0,4,1,14,cs10068268769808018793.png,11,4,76,2
2,0,3,2,1,1,2,0,1,1,2,3,4,14,cs1006841043556357570.png,11,1,80,6
2,0,2,1,1,0,0,4,1,1,1,4,0,14,cs10068514620949853999.png,10,5,30,8
2,1,2,2,0,1,1,1,2,1,1,4,6,14,cs10068754346360010256.png,1,5,23,2
0,2,2,0,0,1,1,7,1,0,0,10,0,14,cs10069002659887564441.png,11,1,23,3
2,2,2,0,1,1,1,12,1,0,0,4,5,7,cs10069111138833911647.png,11,3,53,5
1,2,4,2,1,0,2,6,2,0,1,3,1,10,cs10069174832677153208.png,11,3,55,1
2,1,2,2,1,0,2,12,3,0,0,0,1,14,cs10069235709102693802.png,11,6,22,5
0,0,1,1,1,0,1,8,0,0,2,10,0,14,cs10069344062777979628.png,11,1,80,8
2,2,1,2,0,1,0,1,0,0,0,8,2,9,cs10069673568625732350.png,10,2,55,8
1,1,4,1,0,1,0,0,1,1,0,10,3,2,cs10069785536846298292.png,11,1,34,3
0,1,1,0,0,0,1,2,1,0,0,3,0,12,cs10069824126635169462.png,0,1,5,8
0,0,3,1,1,0,1,12,1,0,2,4,0,11,cs10070088332346920601.png,11,1,52,3
1,1,1,0,0,1,2,2,0,1,0,4,2,14,cs10070108021077191636.png,11,4,80,6
1,1,2,1,1,0,2,10,1,1,1,7,0,14,cs10070264633714113507.png,2,6,54,3
0,2,1,0,0,1,1,5,2,1,1,4,1,3,cs10070350021541690164.png,1,1,97,2
2,0,0,2,0,0,2,8,1,0,0,0,1,14,cs10070401878332705828.png,11,1,31,0
2,0,2,0,1,1,0,13,0,0,0,6,2,14,cs10070642177488236703.png,10,0,7,2
0,0,1,2,1,0,1,8,1,0,0,5,1,14,cs10070791046363340736.png,11,3,36,4
2,2,2,0,0,1,2,3,1,0,0,9,3,14,cs10070807416678782530.png,4,1,99,3
0,1,3,2,0,0,1,6,0,0,0,3,6,14,cs10070996057000174100.png,0,0,19,0
2,0,2,0,0,1,1,7,3,0,1,6,1,10,cs10071007630318911040.png,11,4,105,2
2,2,3,1,0,1,0,9,0,1,2,7,1,1,cs10071007819870208737.png,11,2,91,8
2,2,0,2,1,1,0,13,0,0,1,0,6,14,cs10071541499682739130.png,8,6,7,7
1,1,4,0,0,0,0,12,2,1,2,0,3,14,cs10071925668492250079.png,2,5,110,7
0,0,0,2,0,1,0,4,1,0,0,2,2,10,cs10072055587047419068.png,3,4,70,4
0,1,3,2,1,0,1,2,3,1,0,4,2,1,cs10073175813406486752.png,11,4,107,0
1,1,0,2,0,0,2,2,2,0,1,1,3,14,cs10073499968249027613.png,3,6,41,0
1,2,3,2,1,0,1,4,2,0,2,3,6,14,cs1007381166450168827.png,7,4,67,5
1,1,0,1,1,1,0,9,2,1,2,8,4,14,cs10073872129919170315.png,1,0,90,3
1,0,4,1,0,1,1,4,1,1,2,2,2,14,cs10073896979893304994.png,2,1,28,9
0,1,2,1,1,0,2,12,2,0,1,8,1,4,cs10074257825414818018.png,3,5,66,5
1,2,1,2,1,0,0,10,0,0,0,2,1,14,cs10074392666266219820.png,11,5,30,2
2,1,4,0,0,0,1,2,0,0,1,1,2,14,cs10074528822893979369.png,11,5,61,4
1,0,3,2,0,0,0,11,2,1,1,8,4,14,cs10074622616564307223.png,11,1,74,9
2,1,1,2,0,1,1,1,3,1,0,1,2,9,cs10074671235791208227.png,11,2,92,8
0,0,2,0,0,1,1,12,3,0,1,2,2,7,cs10074799223283233615.png,11,3,84,0
2,1,4,2,1,1,0,9,0,1,2,4,4,14,cs10074903523668009391.png,11,2,110,9
0,0,4,0,0,0,1,12,3,0,1,3,2,14,cs10074983657622372271.png,10,2,37,9
0,1,3,2,0,1,0,0,0,0,2,2,5,14,cs10075099901414771801.png,10,4,104,3
2,1,4,1,1,1,0,13,0,0,2,3,5,0,cs10075114810657636752.png,7,6,35,8
0,1,2,0,0,1,2,9,3,1,0,8,1,12,cs10075132488744122871.png,11,0,69,5
2,1,1,1,0,1,0,10,3,0,1,1,0,14,cs10075495458895706550.png,4,5,79,4
2,2,1,2,1,0,1,7,0,0,0,1,5,12,cs10075671975253945355.png,10,1,25,9
2,2,3,2,1,1,2,9,1,1,1,4,3,14,cs10075742761644634536.png,11,2,55,8
2,2,2,0,1,0,1,13,2,1,0,4,5,14,cs10075805254121093901.png,11,3,88,8
0,0,0,1,0,0,0,6,3,0,2,10,5,14,cs1007592202230585847.png,10,5,21,5
2,0,3,2,0,1,2,1,1,0,1,0,2,14,cs10076054060860242829.png,10,1,33,6
2,0,0,1,0,0,0,7,3,1,0,9,3,1,cs10076161658415295158.png,1,1,95,1
1,0,3,2,1,1,0,1,0,1,0,5,0,14,cs10076735229198178046.png,1,2,23,8
1,1,2,1,1,1,0,3,3,1,1,3,5,14,cs10076760109297548217.png,4,6,109,5
2,1,1,0,1,0,0,7,0,0,0,0,6,14,cs1007680228424637520.png,11,4,94,1
1,1,0,1,1,1,2,5,0,0,2,1,6,14,cs1007689036577283221.png,1,0,41,3
1,1,4,2,1,1,0,0,3,0,1,2,6,14,cs10076986417840825567.png,3,4,15,4
2,1,2,0,0,1,2,8,3,0,1,2,3,14,cs10077297242556236135.png,11,1,59,4
1,1,0,2,0,1,0,9,3,0,1,8,0,3,cs10077361922932618653.png,3,1,79,3
0,0,0,1,0,1,2,7,2,1,1,2,5,5,cs10077366936687350054.png,2,3,110,3
1,0,3,0,0,1,2,12,0,1,0,2,2,1,cs10077506302357146484.png,8,3,58,7
1,2,1,2,0,1,0,7,0,0,0,0,0,0,cs10077520290135579028.png,11,0,14,7
0,0,1,2,0,1,0,8,2,1,2,6,3,10,cs10077525565830932816.png,11,0,103,5
0,2,0,0,0,0,2,3,2,0,0,5,2,14,cs10077548894897844892.png,11,3,10,7
2,0,0,0,1,1,1,1,1,0,0,7,2,14,cs10077680508509705993.png,0,6,95,8
1,2,2,2,1,1,0,4,1,0,2,4,3,14,cs10077719826081289854.png,8,4,89,6
1,2,2,1,1,1,0,1,0,0,2,9,3,14,cs10077883596731658248.png,10,1,94,4
0,1,1,1,0,1,0,8,2,0,2,4,6,14,cs10078078819892766910.png,11,1,4,9
1,2,4,1,0,1,2,0,2,0,1,3,6,14,cs10078096402878151754.png,9,5,77,3
2,0,0,0,0,0,0,9,1,1,1,10,5,7,cs10078422411196417815.png,11,0,27,4
1,2,2,2,0,0,2,6,3,1,0,4,1,13,cs10078529182304864997.png,11,1,69,5
0,0,0,2,0,1,0,7,3,0,0,4,2,14,cs10078612411259702056.png,11,3,50,1
2,0,0,1,0,0,1,8,3,1,0,5,2,4,cs10078823905902082694.png,11,3,37,0
1,1,1,1,1,1,1,8,0,1,1,1,4,14,cs10078869417572207699.png,8,1,14,5
1,1,3,1,1,1,0,4,1,0,2,3,4,14,cs10079684875850162371.png,0,0,93,6
0,2,0,1,1,0,2,2,0,0,1,10,5,14,cs10079700672279953124.png,11,6,26,6
2,1,3,1,1,1,2,11,1,1,1,5,2,10,cs10079945681767281620.png,11,3,12,9
0,1,3,0,0,1,0,8,1,1,2,6,0,2,cs10079951767023594126.png,11,0,57,9
2,1,0,1,0,1,2,7,3,0,2,2,3,14,cs10080521119119999686.png,3,6,18,5
2,2,0,0,0,1,2,8,0,0,1,10,5,14,cs10080599741322681344.png,6,2,75,0
2,1,3,0,0,1,2,7,1,0,0,8,6,14,cs10080640731856853541.png,2,4,94,0
0,1,0,1,1,0,1,11,0,0,0,0,2,14,cs10080766408475304729.png,3,3,56,5
2,0,2,0,0,1,0,3,0,0,0,3,4,12,cs10080838230450189544.png,11,3,13,6
1,1,1,0,0,1,2,2,3,0,0,3,6,8,cs10081057058223355773.png,11,4,107,5
2,1,3,1,0,1,0,9,0,1,2,3,5,11,cs10081164979815156736.png,11,5,65,7
0,0,1,1,1,1,0,1,3,0,2,9,6,10,cs10081569100941891019.png,1,2,55,3
1,1,3,0,0,1,0,6,0,0,0,10,5,12,cs10081606581416910717.png,6,6,6,1
0,1,2,1,0,1,0,4,2,1,2,4,3,2,cs10081743199099927175.png,5,6,78,1
2,0,3,1,0,1,0,0,1,0,0,10,3,10,cs10081860161166264414.png,8,2,8,6
2,2,2,2,0,0,1,10,1,1,1,1,1,14,cs10081949649046644798.png,9,3,18,8
0,0,3,2,0,1,1,13,2,0,1,7,0,14,cs10081980954979484272.png,9,6,92,9
0,1,3,0,0,1,2,4,1,1,2,5,3,14,cs10082016160619161964.png,6,3,41,8
1,1,0,1,0,1,1,13,3,0,0,6,3,13,cs10082057008869060727.png,10,5,109,4
1,0,2,0,0,0,1,12,1,0,0,3,4,3,cs10082057025255841485.png,11,3,60,0
2,1,1,2,0,1,1,9,2,1,0,2,2,14,cs10082252770859656394.png,11,3,23,8
0,1,1,1,0,1,0,2,1,1,0,10,1,14,cs1008248739233837707.png,11,2,1,1
2,0,0,1,1,0,1,13,1,0,0,3,2,14,cs10082586159467000735.png,11,2,54,0
1,0,0,2,0,0,2,2,2,1,0,9,3,14,cs10082701714144039905.png,6,5,76,0
0,0,0,2,1,1,2,8,1,0,1,4,1,14,cs1008276811896881365.png,0,2,109,8
1,1,1,0,0,1,1,10,2,0,1,7,2,14,cs10082876336138442347.png,11,6,96,6
0,2,2,2,0,0,1,2,2,0,2,3,6,14,cs10082884009209175232.png,11,2,62,1
1,1,2,1,0,1,1,12,3,1,2,6,4,14,cs10082888920975501877.png,11,5,88,6
1,1,1,0,0,0,1,9,0,0,1,2,6,0,cs10082991262646136176.png,3,4,13,2
0,2,3,1,1,0,2,6,2,1,1,9,5,5,cs10083025401686003874.png,0,4,78,2
1,2,3,1,1,1,1,10,2,1,1,9,6,2,cs10083247653304112648.png,11,2,39,4
1,1,2,1,0,0,2,7,0,0,1,0,1,9,cs10083308051789914418.png,11,6,36,0
2,2,1,2,0,0,0,1,3,0,2,5,3,14,cs10083368084215304193.png,11,1,20,0
2,2,2,0,1,1,1,3,1,1,1,5,2,9,cs1008390152393455283.png,1,4,74,7
0,2,1,2,1,0,2,10,3,0,1,8,2,12,cs10084186516772539329.png,11,3,70,7
1,1,2,1,1,1,0,9,3,0,2,5,2,4,cs10084217406776902872.png,8,0,56,1
1,0,1,1,1,1,2,7,1,1,2,6,2,14,cs10084439903335793307.png,11,4,69,5
2,2,1,2,0,0,0,6,2,0,1,9,1,12,cs10084777441557518123.png,7,4,45,8
0,0,1,2,1,0,1,10,0,1,0,2,0,5,cs10084828815790488176.png,11,3,34,6
0,2,2,2,1,1,1,3,1,1,1,8,3,14,cs10084864227771315123.png,11,1,10,0
2,0,1,2,0,0,2,1,3,0,0,1,4,14,cs10085009543297868021.png,11,5,1,4
0,2,4,1,0,1,0,0,1,1,2,4,4,0,cs1008511162926380344.png,11,3,60,7
1,0,1,0,1,0,2,9,3,1,1,3,1,12,cs10085180112641765096.png,11,4,37,0
1,2,4,0,1,0,2,0,1,1,0,1,6,12,cs10085722208876295467.png,11,6,25,9
